,DE_LU_Eprice,FR_Eprice,IT_NORD_Eprice,ES_Eprice
2021-12-28 14:00:00+00:00,90.95,104.39,224.02,104.39
2021-12-28 15:00:00+00:00,101.9,111.54,235.39,111.54
2021-12-28 16:00:00+00:00,139.0,147.35,238.47,147.35
2021-12-28 17:00:00+00:00,150.06,150.06,237.79,151.0
2021-12-28 18:00:00+00:00,149.89,149.89,220.0,171.7
2021-12-28 19:00:00+00:00,139.09,139.09,211.99,176.03
2021-12-28 20:00:00+00:00,125.22,125.22,196.26,172.3
2021-12-28 21:00:00+00:00,127.68,127.68,186.42,127.68
2021-12-28 22:00:00+00:00,110.08,110.08,169.23,110.08
2021-12-28 23:00:00+00:00,112.06,112.06,189.4,112.06
2021-12-29 00:00:00+00:00,93.27,93.27,160.25,93.27
2021-12-29 01:00:00+00:00,94.37,94.37,153.39,94.37
2021-12-29 02:00:00+00:00,90.82,90.82,149.74,90.82
2021-12-29 03:00:00+00:00,94.01,94.01,156.13,94.01
2021-12-29 04:00:00+00:00,117.63,117.63,160.25,117.63
2021-12-29 05:00:00+00:00,139.98,139.98,206.83,139.98
2021-12-29 06:00:00+00:00,188.0,188.0,228.51,188.0
2021-12-29 07:00:00+00:00,200.0,200.0,262.43,200.0
2021-12-29 08:00:00+00:00,203.45,203.45,270.38,203.45
2021-12-29 09:00:00+00:00,204.2,204.2,228.51,204.2
2021-12-29 10:00:00+00:00,204.38,204.38,225.71,204.38
2021-12-29 11:00:00+00:00,205.61,205.61,215.0,205.61
2021-12-29 12:00:00+00:00,205.62,205.62,218.69,205.62
2021-12-29 13:00:00+00:00,205.7,205.7,223.41,205.7
2021-12-29 14:00:00+00:00,200.0,200.0,225.71,200.0
2021-12-29 15:00:00+00:00,195.99,195.99,262.39,195.99
2021-12-29 16:00:00+00:00,203.44,203.44,270.47,205.0
2021-12-29 17:00:00+00:00,183.93,183.93,274.1,231.03
2021-12-29 18:00:00+00:00,163.63,163.63,271.29,240.0
2021-12-29 19:00:00+00:00,130.06,130.06,257.4,255.0
2021-12-29 20:00:00+00:00,108.64,108.64,226.43,240.0
2021-12-29 21:00:00+00:00,106.34,106.34,219.7,220.0
2021-12-29 22:00:00+00:00,83.35,83.35,196.3,200.0
2021-12-29 23:00:00+00:00,73.08,73.08,166.35,200.68
2021-12-30 00:00:00+00:00,47.86,47.86,159.28,185.72
2021-12-30 01:00:00+00:00,33.12,33.12,156.28,178.34
2021-12-30 02:00:00+00:00,25.56,25.56,149.74,175.0
2021-12-30 03:00:00+00:00,21.36,21.36,148.39,174.7
2021-12-30 04:00:00+00:00,43.1,42.01,144.95,174.9
2021-12-30 05:00:00+00:00,60.01,49.91,172.0,186.97
2021-12-30 06:00:00+00:00,97.26,98.38,212.88,196.67
2021-12-30 07:00:00+00:00,103.37,111.27,224.3,225.75
2021-12-30 08:00:00+00:00,93.6,122.78,221.23,224.71
2021-12-30 09:00:00+00:00,98.06,118.2,192.2,191.86
2021-12-30 10:00:00+00:00,95.55,104.54,188.51,179.91
2021-12-30 11:00:00+00:00,97.23,130.13,181.0,179.91
2021-12-30 12:00:00+00:00,88.75,99.13,176.0,184.94
2021-12-30 13:00:00+00:00,81.7,93.52,191.02,184.25
2021-12-30 14:00:00+00:00,75.44,108.96,192.71,178.39
2021-12-30 15:00:00+00:00,81.92,107.02,212.75,186.97
2021-12-30 16:00:00+00:00,91.98,139.45,215.44,225.75
2021-12-30 17:00:00+00:00,89.98,216.71,216.71,252.22
2021-12-30 18:00:00+00:00,81.97,203.61,216.71,251.79
2021-12-30 19:00:00+00:00,75.48,108.1,209.95,248.63
2021-12-30 20:00:00+00:00,70.91,163.07,191.23,240.0
2021-12-30 21:00:00+00:00,75.35,160.0,172.0,202.4
2021-12-30 22:00:00+00:00,55.65,160.1,168.0,185.9
2021-12-30 23:00:00+00:00,5.71,120.9,120.9,150.0
2021-12-31 00:00:00+00:00,0.09,87.21,95.99,127.5
2021-12-31 01:00:00+00:00,-0.03,94.48,94.48,114.6
2021-12-31 02:00:00+00:00,-0.05,39.87,100.0,114.1
2021-12-31 03:00:00+00:00,-0.03,37.33,119.0,111.1
2021-12-31 04:00:00+00:00,0.04,48.88,119.0,112.6
2021-12-31 05:00:00+00:00,-0.05,73.37,160.25,114.5
2021-12-31 06:00:00+00:00,-0.06,87.97,186.72,125.02
2021-12-31 07:00:00+00:00,0.17,110.38,196.35,131.97
2021-12-31 08:00:00+00:00,0.91,141.8,184.42,141.8
2021-12-31 09:00:00+00:00,0.93,138.0,177.37,138.0
2021-12-31 10:00:00+00:00,10.05,89.01,161.19,115.6
2021-12-31 11:00:00+00:00,10.01,124.99,151.4,124.99
2021-12-31 12:00:00+00:00,10.02,89.74,145.39,125.02
2021-12-31 13:00:00+00:00,25.49,143.0,161.19,143.0
2021-12-31 14:00:00+00:00,20.49,141.0,190.11,141.0
2021-12-31 15:00:00+00:00,62.23,156.17,215.85,156.17
2021-12-31 16:00:00+00:00,60.97,186.03,233.93,186.03
2021-12-31 17:00:00+00:00,40.01,193.15,221.76,193.15
2021-12-31 18:00:00+00:00,32.49,175.94,219.14,187.95
2021-12-31 19:00:00+00:00,0.18,157.92,213.6,182.3
2021-12-31 20:00:00+00:00,0.08,175.12,192.79,175.12
2021-12-31 21:00:00+00:00,5.1,140.38,180.0,140.38
2021-12-31 22:00:00+00:00,6.32,127.81,180.0,127.81
2021-12-31 23:00:00+00:00,50.05,89.06,170.28,145.86
2022-01-01 00:00:00+00:00,41.33,78.48,155.72,114.9
2022-01-01 01:00:00+00:00,43.22,85.16,147.09,113.87
2022-01-01 02:00:00+00:00,45.46,50.0,91.0,97.8
2022-01-01 03:00:00+00:00,37.67,37.67,104.0,97.8
2022-01-01 04:00:00+00:00,39.7,39.7,140.6,95.74
2022-01-01 05:00:00+00:00,40.59,40.59,147.09,97.8
2022-01-01 06:00:00+00:00,43.26,43.26,99.99,97.8
2022-01-01 07:00:00+00:00,49.66,49.66,67.99,97.8
2022-01-01 08:00:00+00:00,70.05,70.05,95.0,70.05
2022-01-01 09:00:00+00:00,76.79,76.79,135.8,76.79
2022-01-01 10:00:00+00:00,84.1,84.1,150.7,84.1
2022-01-01 11:00:00+00:00,94.74,94.74,155.72,94.74
2022-01-01 12:00:00+00:00,96.8,96.8,147.09,96.8
2022-01-01 13:00:00+00:00,97.17,97.17,100.0,97.8
2022-01-01 14:00:00+00:00,101.0,98.52,155.0,98.52
2022-01-01 15:00:00+00:00,126.6,114.5,169.78,114.5
2022-01-01 16:00:00+00:00,149.97,149.97,203.1,149.97
2022-01-01 17:00:00+00:00,146.33,146.33,205.83,177.22
2022-01-01 18:00:00+00:00,140.28,140.28,214.66,187.52
2022-01-01 19:00:00+00:00,121.88,121.88,214.66,189.26
2022-01-01 20:00:00+00:00,102.61,102.61,203.0,190.81
2022-01-01 21:00:00+00:00,97.46,97.46,180.0,188.39
2022-01-01 22:00:00+00:00,85.16,85.16,162.44,167.26
2022-01-01 23:00:00+00:00,57.08,57.08,148.08,133.21
2022-01-02 00:00:00+00:00,52.59,52.59,142.85,115.87
2022-01-02 01:00:00+00:00,48.97,48.97,140.6,110.52
2022-01-02 02:00:00+00:00,34.94,34.94,100.0,113.0
2022-01-02 03:00:00+00:00,29.56,29.56,140.6,115.87
2022-01-02 04:00:00+00:00,33.97,33.97,141.93,110.52
2022-01-02 05:00:00+00:00,34.52,34.52,147.09,115.87
2022-01-02 06:00:00+00:00,41.8,41.8,152.61,129.6
2022-01-02 07:00:00+00:00,48.95,48.95,152.59,115.87
2022-01-02 08:00:00+00:00,60.01,60.01,155.72,115.87
2022-01-02 09:00:00+00:00,70.09,70.09,167.98,113.0
2022-01-02 10:00:00+00:00,66.26,66.26,175.08,103.7
2022-01-02 11:00:00+00:00,64.54,64.54,189.58,103.7
2022-01-02 12:00:00+00:00,46.96,46.96,169.69,110.52
2022-01-02 13:00:00+00:00,40.01,40.01,155.72,115.87
2022-01-02 14:00:00+00:00,29.11,39.3,167.75,109.5
2022-01-02 15:00:00+00:00,32.76,40.79,194.21,115.87
2022-01-02 16:00:00+00:00,42.97,47.91,245.0,159.79
2022-01-02 17:00:00+00:00,60.96,65.09,225.19,194.25
2022-01-02 18:00:00+00:00,60.94,67.85,216.29,198.0
2022-01-02 19:00:00+00:00,54.12,62.22,199.64,208.38
2022-01-02 20:00:00+00:00,46.16,46.16,178.41,209.1
2022-01-02 21:00:00+00:00,46.29,46.29,154.44,191.36
2022-01-02 22:00:00+00:00,32.93,32.93,144.79,178.0
2022-01-02 23:00:00+00:00,0.31,2.71,127.0,181.5
2022-01-03 00:00:00+00:00,-0.01,1.71,127.0,160.72
2022-01-03 01:00:00+00:00,-0.07,1.24,84.62,154.64
2022-01-03 02:00:00+00:00,-1.05,0.06,83.27,149.86
2022-01-03 03:00:00+00:00,-1.0,0.09,85.0,144.49
2022-01-03 04:00:00+00:00,0.32,1.44,84.5,148.86
2022-01-03 05:00:00+00:00,37.55,41.11,164.46,153.77
2022-01-03 06:00:00+00:00,88.76,90.54,202.03,160.72
2022-01-03 07:00:00+00:00,122.93,161.79,212.0,189.26
2022-01-03 08:00:00+00:00,110.17,180.36,232.0,183.54
2022-01-03 09:00:00+00:00,93.38,125.03,239.51,160.72
2022-01-03 10:00:00+00:00,90.73,100.74,212.22,152.2
2022-01-03 11:00:00+00:00,82.37,96.39,202.03,148.86
2022-01-03 12:00:00+00:00,80.9,95.22,199.89,142.04
2022-01-03 13:00:00+00:00,80.99,102.67,207.16,127.38
2022-01-03 14:00:00+00:00,98.05,112.87,265.0,112.87
2022-01-03 15:00:00+00:00,123.51,126.8,270.0,126.8
2022-01-03 16:00:00+00:00,148.49,148.49,300.0,148.49
2022-01-03 17:00:00+00:00,138.0,175.06,300.0,175.06
2022-01-03 18:00:00+00:00,117.64,180.0,275.0,180.0
2022-01-03 19:00:00+00:00,117.71,146.43,221.16,153.77
2022-01-03 20:00:00+00:00,95.95,105.71,199.08,141.94
2022-01-03 21:00:00+00:00,105.68,114.11,170.0,114.11
2022-01-03 22:00:00+00:00,95.26,100.36,161.01,100.36
2022-01-03 23:00:00+00:00,103.7,125.47,150.55,125.47
2022-01-04 00:00:00+00:00,108.27,115.55,140.6,115.55
2022-01-04 01:00:00+00:00,105.92,113.29,113.29,113.29
2022-01-04 02:00:00+00:00,103.41,105.81,105.81,105.81
2022-01-04 03:00:00+00:00,102.71,105.0,105.0,105.0
2022-01-04 04:00:00+00:00,114.23,115.11,120.0,115.11
2022-01-04 05:00:00+00:00,156.91,156.91,156.91,153.77
2022-01-04 06:00:00+00:00,182.64,182.64,182.64,161.03
2022-01-04 07:00:00+00:00,178.91,178.91,200.0,178.91
2022-01-04 08:00:00+00:00,190.0,190.0,192.8,190.0
2022-01-04 09:00:00+00:00,189.88,189.88,189.88,189.88
2022-01-04 10:00:00+00:00,182.42,182.42,182.42,182.42
2022-01-04 11:00:00+00:00,182.46,182.46,182.46,182.46
2022-01-04 12:00:00+00:00,179.59,179.59,179.59,179.59
2022-01-04 13:00:00+00:00,179.0,179.0,179.0,163.2
2022-01-04 14:00:00+00:00,180.93,180.93,180.93,157.3
2022-01-04 15:00:00+00:00,166.69,166.69,192.27,157.3
2022-01-04 16:00:00+00:00,189.88,189.88,201.21,163.78
2022-01-04 17:00:00+00:00,184.94,184.94,197.19,184.94
2022-01-04 18:00:00+00:00,178.99,178.99,190.35,178.99
2022-01-04 19:00:00+00:00,156.12,156.12,170.84,156.12
2022-01-04 20:00:00+00:00,140.92,148.65,161.3,148.65
2022-01-04 21:00:00+00:00,137.92,137.92,156.8,137.92
2022-01-04 22:00:00+00:00,97.56,105.0,145.6,105.0
2022-01-04 23:00:00+00:00,105.31,120.11,142.6,120.11
2022-01-05 00:00:00+00:00,97.29,105.1,105.1,105.1
2022-01-05 01:00:00+00:00,84.5,84.5,84.5,84.5
2022-01-05 02:00:00+00:00,75.38,75.38,75.38,75.38
2022-01-05 03:00:00+00:00,79.11,79.11,79.11,79.11
2022-01-05 04:00:00+00:00,94.79,94.79,94.79,94.79
2022-01-05 05:00:00+00:00,99.16,169.04,181.41,169.04
2022-01-05 06:00:00+00:00,101.15,215.98,215.98,206.07
2022-01-05 07:00:00+00:00,129.56,211.13,218.95,211.13
2022-01-05 08:00:00+00:00,113.37,226.52,226.52,213.86
2022-01-05 09:00:00+00:00,94.43,224.45,224.45,209.1
2022-01-05 10:00:00+00:00,98.1,202.8,217.92,202.8
2022-01-05 11:00:00+00:00,95.68,205.0,205.0,199.89
2022-01-05 12:00:00+00:00,96.8,197.34,214.9,197.34
2022-01-05 13:00:00+00:00,107.32,195.6,217.92,195.6
2022-01-05 14:00:00+00:00,119.48,200.0,226.52,200.0
2022-01-05 15:00:00+00:00,137.28,206.07,226.52,206.07
2022-01-05 16:00:00+00:00,148.09,242.1,265.0,211.23
2022-01-05 17:00:00+00:00,139.88,265.0,265.0,225.0
2022-01-05 18:00:00+00:00,135.75,265.0,265.0,250.34
2022-01-05 19:00:00+00:00,119.93,241.93,241.93,241.93
2022-01-05 20:00:00+00:00,98.09,218.95,218.95,218.95
2022-01-05 21:00:00+00:00,118.71,207.46,207.46,207.46
2022-01-05 22:00:00+00:00,99.68,200.0,200.0,200.0
2022-01-05 23:00:00+00:00,99.85,207.15,207.15,207.15
2022-01-06 00:00:00+00:00,101.32,204.22,195.0,204.22
2022-01-06 01:00:00+00:00,110.01,191.82,191.82,191.82
2022-01-06 02:00:00+00:00,111.55,180.7,180.7,180.7
2022-01-06 03:00:00+00:00,123.37,170.1,170.1,170.1
2022-01-06 04:00:00+00:00,149.94,194.38,194.38,194.38
2022-01-06 05:00:00+00:00,185.92,204.22,204.22,204.22
2022-01-06 06:00:00+00:00,228.25,228.25,228.25,216.14
2022-01-06 07:00:00+00:00,228.92,240.98,236.23,219.42
2022-01-06 08:00:00+00:00,212.9,257.44,247.1,220.0
2022-01-06 09:00:00+00:00,215.5,245.24,245.24,214.9
2022-01-06 10:00:00+00:00,231.9,231.9,231.9,207.9
2022-01-06 11:00:00+00:00,226.0,226.0,226.0,205.0
2022-01-06 12:00:00+00:00,209.2,209.2,220.0,204.43
2022-01-06 13:00:00+00:00,216.06,216.06,216.06,196.84
2022-01-06 14:00:00+00:00,230.77,230.77,230.77,189.89
2022-01-06 15:00:00+00:00,245.95,245.95,245.95,202.17
2022-01-06 16:00:00+00:00,274.11,274.11,274.11,222.31
2022-01-06 17:00:00+00:00,273.44,273.44,273.44,273.44
2022-01-06 18:00:00+00:00,245.48,278.36,278.36,278.36
2022-01-06 19:00:00+00:00,226.14,251.71,251.71,251.71
2022-01-06 20:00:00+00:00,208.31,229.96,229.96,229.96
2022-01-06 21:00:00+00:00,178.75,216.44,227.46,216.44
2022-01-06 22:00:00+00:00,124.7,210.0,212.02,210.0
2022-01-06 23:00:00+00:00,128.92,213.47,213.47,213.47
2022-01-07 00:00:00+00:00,118.4,189.0,208.63,189.0
2022-01-07 01:00:00+00:00,103.01,180.0,204.35,180.0
2022-01-07 02:00:00+00:00,101.91,164.9,203.91,164.9
2022-01-07 03:00:00+00:00,101.98,162.8,202.54,162.8
2022-01-07 04:00:00+00:00,114.99,165.0,205.17,165.0
2022-01-07 05:00:00+00:00,140.19,165.2,229.22,165.2
2022-01-07 06:00:00+00:00,152.64,215.89,240.0,215.89
2022-01-07 07:00:00+00:00,160.97,254.19,254.19,243.84
2022-01-07 08:00:00+00:00,161.85,257.24,257.24,250.01
2022-01-07 09:00:00+00:00,161.37,254.18,254.18,240.0
2022-01-07 10:00:00+00:00,166.06,241.22,241.22,232.53
2022-01-07 11:00:00+00:00,166.54,240.2,240.2,216.28
2022-01-07 12:00:00+00:00,166.04,212.69,229.53,211.94
2022-01-07 13:00:00+00:00,169.43,207.05,233.49,207.05
2022-01-07 14:00:00+00:00,189.7,210.11,237.08,210.11
2022-01-07 15:00:00+00:00,201.97,220.21,239.0,220.21
2022-01-07 16:00:00+00:00,243.11,243.84,266.86,243.84
2022-01-07 17:00:00+00:00,253.81,260.0,270.0,260.0
2022-01-07 18:00:00+00:00,237.05,250.0,257.2,250.0
2022-01-07 19:00:00+00:00,224.33,239.09,244.41,243.84
2022-01-07 20:00:00+00:00,213.81,213.81,236.04,243.84
2022-01-07 21:00:00+00:00,185.94,216.13,229.0,235.69
2022-01-07 22:00:00+00:00,148.32,205.74,207.49,215.1
2022-01-07 23:00:00+00:00,164.17,184.96,218.33,270.02
2022-01-08 00:00:00+00:00,152.83,162.79,211.23,237.86
2022-01-08 01:00:00+00:00,166.0,166.0,201.9,215.89
2022-01-08 02:00:00+00:00,160.86,161.63,201.0,211.44
2022-01-08 03:00:00+00:00,160.0,160.0,201.0,200.9
2022-01-08 04:00:00+00:00,154.3,154.3,201.0,200.0
2022-01-08 05:00:00+00:00,166.0,166.0,215.43,201.36
2022-01-08 06:00:00+00:00,182.91,182.91,228.77,209.09
2022-01-08 07:00:00+00:00,215.89,215.89,238.11,215.89
2022-01-08 08:00:00+00:00,231.0,231.0,239.0,231.0
2022-01-08 09:00:00+00:00,228.95,228.95,242.93,228.95
2022-01-08 10:00:00+00:00,215.39,215.39,231.02,215.39
2022-01-08 11:00:00+00:00,206.68,206.68,223.33,206.68
2022-01-08 12:00:00+00:00,185.0,185.0,215.72,185.0
2022-01-08 13:00:00+00:00,169.52,169.52,215.49,169.52
2022-01-08 14:00:00+00:00,162.8,162.8,230.0,162.8
2022-01-08 15:00:00+00:00,161.34,161.73,242.67,161.73
2022-01-08 16:00:00+00:00,189.9,189.9,290.0,189.9
2022-01-08 17:00:00+00:00,170.71,189.16,300.0,206.68
2022-01-08 18:00:00+00:00,140.23,185.53,294.96,210.0
2022-01-08 19:00:00+00:00,102.54,159.47,283.0,210.0
2022-01-08 20:00:00+00:00,102.18,126.09,241.77,209.37
2022-01-08 21:00:00+00:00,102.29,123.73,233.56,185.3
2022-01-08 22:00:00+00:00,90.05,147.94,227.0,147.94
2022-01-08 23:00:00+00:00,85.03,109.18,215.0,109.18
2022-01-09 00:00:00+00:00,84.4,89.61,204.01,89.61
2022-01-09 01:00:00+00:00,80.24,80.24,197.61,80.24
2022-01-09 02:00:00+00:00,55.46,55.46,191.0,55.46
2022-01-09 03:00:00+00:00,49.29,45.82,182.0,45.82
2022-01-09 04:00:00+00:00,50.64,48.5,172.0,48.5
2022-01-09 05:00:00+00:00,74.29,74.29,176.33,74.29
2022-01-09 06:00:00+00:00,84.44,89.78,187.66,89.78
2022-01-09 07:00:00+00:00,97.26,104.79,190.66,104.79
2022-01-09 08:00:00+00:00,119.97,147.36,194.36,140.0
2022-01-09 09:00:00+00:00,134.96,149.48,215.0,140.0
2022-01-09 10:00:00+00:00,149.4,157.71,218.9,120.0
2022-01-09 11:00:00+00:00,165.13,167.63,218.34,69.77
2022-01-09 12:00:00+00:00,165.06,165.06,210.47,69.77
2022-01-09 13:00:00+00:00,170.09,170.09,213.06,57.96
2022-01-09 14:00:00+00:00,189.04,189.04,223.35,14.0
2022-01-09 15:00:00+00:00,190.96,190.96,225.55,92.52
2022-01-09 16:00:00+00:00,223.3,223.3,257.35,159.9
2022-01-09 17:00:00+00:00,243.94,243.94,269.6,207.9
2022-01-09 18:00:00+00:00,240.0,240.0,269.36,240.0
2022-01-09 19:00:00+00:00,230.82,230.82,242.08,230.82
2022-01-09 20:00:00+00:00,214.02,214.02,222.8,214.02
2022-01-09 21:00:00+00:00,215.88,215.88,218.34,215.88
2022-01-09 22:00:00+00:00,203.8,203.8,203.8,191.64
2022-01-09 23:00:00+00:00,196.23,196.23,196.23,196.23
2022-01-10 00:00:00+00:00,191.85,191.85,191.85,165.0
2022-01-10 01:00:00+00:00,195.91,195.91,195.91,158.7
2022-01-10 02:00:00+00:00,186.66,186.66,186.66,159.3
2022-01-10 03:00:00+00:00,178.04,178.04,178.04,160.1
2022-01-10 04:00:00+00:00,191.65,191.65,192.15,173.01
2022-01-10 05:00:00+00:00,237.44,237.44,237.44,200.1
2022-01-10 06:00:00+00:00,299.95,299.95,299.95,228.46
2022-01-10 07:00:00+00:00,313.92,313.92,313.92,234.74
2022-01-10 08:00:00+00:00,315.0,315.0,315.0,240.0
2022-01-10 09:00:00+00:00,310.41,310.41,310.41,238.76
2022-01-10 10:00:00+00:00,310.08,310.08,310.08,228.38
2022-01-10 11:00:00+00:00,300.0,300.0,300.0,222.53
2022-01-10 12:00:00+00:00,297.01,297.01,297.01,216.01
2022-01-10 13:00:00+00:00,299.96,299.96,299.96,206.01
2022-01-10 14:00:00+00:00,306.45,302.73,305.26,200.99
2022-01-10 15:00:00+00:00,302.73,297.97,297.97,223.0
2022-01-10 16:00:00+00:00,315.47,313.79,313.79,256.01
2022-01-10 17:00:00+00:00,310.82,310.82,310.82,286.4
2022-01-10 18:00:00+00:00,294.98,294.98,294.98,294.98
2022-01-10 19:00:00+00:00,267.45,267.45,267.45,267.45
2022-01-10 20:00:00+00:00,242.29,242.23,242.23,242.23
2022-01-10 21:00:00+00:00,217.03,217.03,217.03,217.03
2022-01-10 22:00:00+00:00,195.83,198.93,198.93,198.93
2022-01-10 23:00:00+00:00,210.34,210.34,210.34,210.34
2022-01-11 00:00:00+00:00,202.42,202.42,202.42,202.42
2022-01-11 01:00:00+00:00,197.6,197.6,197.6,197.6
2022-01-11 02:00:00+00:00,193.0,193.0,193.0,193.0
2022-01-11 03:00:00+00:00,194.9,194.9,194.9,194.9
2022-01-11 04:00:00+00:00,204.45,204.45,204.45,204.45
2022-01-11 05:00:00+00:00,237.13,230.92,230.92,219.32
2022-01-11 06:00:00+00:00,298.68,286.61,286.61,228.38
2022-01-11 07:00:00+00:00,302.02,300.02,300.02,249.97
2022-01-11 08:00:00+00:00,297.16,297.16,297.16,249.97
2022-01-11 09:00:00+00:00,277.02,277.02,277.02,242.47
2022-01-11 10:00:00+00:00,266.43,261.69,261.69,212.2
2022-01-11 11:00:00+00:00,254.92,249.44,248.64,207.1
2022-01-11 12:00:00+00:00,248.89,247.7,247.7,207.0
2022-01-11 13:00:00+00:00,255.01,255.01,255.01,206.8
2022-01-11 14:00:00+00:00,277.9,277.9,277.9,206.8
2022-01-11 15:00:00+00:00,289.94,289.94,289.94,212.0
2022-01-11 16:00:00+00:00,316.4,316.4,316.4,242.47
2022-01-11 17:00:00+00:00,315.9,315.9,315.9,260.0
2022-01-11 18:00:00+00:00,309.2,309.2,309.2,261.97
2022-01-11 19:00:00+00:00,285.33,285.33,285.33,262.66
2022-01-11 20:00:00+00:00,245.44,245.0,245.0,245.0
2022-01-11 21:00:00+00:00,237.27,235.22,235.22,227.47
2022-01-11 22:00:00+00:00,212.49,211.84,211.84,211.63
2022-01-11 23:00:00+00:00,196.65,196.65,196.65,196.65
2022-01-12 00:00:00+00:00,187.1,187.1,187.1,187.1
2022-01-12 01:00:00+00:00,184.27,184.27,184.27,184.27
2022-01-12 02:00:00+00:00,179.58,179.58,179.58,179.58
2022-01-12 03:00:00+00:00,178.33,178.33,178.33,178.33
2022-01-12 04:00:00+00:00,193.5,193.5,193.5,190.14
2022-01-12 05:00:00+00:00,240.56,236.76,236.76,185.22
2022-01-12 06:00:00+00:00,273.18,273.18,273.18,200.22
2022-01-12 07:00:00+00:00,300.1,300.1,300.1,217.15
2022-01-12 08:00:00+00:00,292.74,292.74,292.74,205.41
2022-01-12 09:00:00+00:00,275.5,275.5,275.5,199.7
2022-01-12 10:00:00+00:00,258.65,258.65,258.65,196.66
2022-01-12 11:00:00+00:00,245.11,245.11,245.11,196.95
2022-01-12 12:00:00+00:00,232.08,232.08,232.08,197.42
2022-01-12 13:00:00+00:00,234.77,234.77,234.77,197.42
2022-01-12 14:00:00+00:00,240.01,240.01,240.01,199.6
2022-01-12 15:00:00+00:00,255.0,255.0,255.0,200.2
2022-01-12 16:00:00+00:00,284.82,284.82,284.82,227.49
2022-01-12 17:00:00+00:00,285.97,285.97,285.97,255.0
2022-01-12 18:00:00+00:00,269.03,269.03,269.03,261.38
2022-01-12 19:00:00+00:00,235.25,253.1,246.9,253.1
2022-01-12 20:00:00+00:00,191.5,222.79,222.79,222.79
2022-01-12 21:00:00+00:00,193.69,213.64,213.64,213.64
2022-01-12 22:00:00+00:00,172.18,200.22,200.22,200.22
2022-01-12 23:00:00+00:00,173.14,190.0,192.24,190.0
2022-01-13 00:00:00+00:00,161.69,188.72,188.72,188.72
2022-01-13 01:00:00+00:00,153.58,187.87,187.87,187.87
2022-01-13 02:00:00+00:00,147.07,182.88,186.57,182.88
2022-01-13 03:00:00+00:00,152.47,186.65,188.0,186.65
2022-01-13 04:00:00+00:00,171.26,187.42,198.24,187.42
2022-01-13 05:00:00+00:00,192.03,195.09,212.18,192.93
2022-01-13 06:00:00+00:00,215.24,236.26,236.26,220.14
2022-01-13 07:00:00+00:00,235.9,243.53,252.39,226.75
2022-01-13 08:00:00+00:00,219.99,257.58,257.58,226.75
2022-01-13 09:00:00+00:00,180.08,254.17,254.17,220.25
2022-01-13 10:00:00+00:00,170.16,230.0,230.0,216.35
2022-01-13 11:00:00+00:00,152.53,223.12,223.12,213.93
2022-01-13 12:00:00+00:00,134.13,214.0,214.0,213.93
2022-01-13 13:00:00+00:00,171.01,214.88,214.88,213.75
2022-01-13 14:00:00+00:00,201.59,221.65,221.65,213.89
2022-01-13 15:00:00+00:00,205.38,243.44,243.44,220.14
2022-01-13 16:00:00+00:00,220.3,266.3,266.3,229.57
2022-01-13 17:00:00+00:00,212.76,274.0,274.0,259.45
2022-01-13 18:00:00+00:00,210.0,262.95,262.95,262.95
2022-01-13 19:00:00+00:00,192.69,252.46,246.27,252.46
2022-01-13 20:00:00+00:00,164.46,230.1,230.1,230.1
2022-01-13 21:00:00+00:00,164.2,217.65,217.03,217.65
2022-01-13 22:00:00+00:00,122.09,207.99,207.99,207.99
2022-01-13 23:00:00+00:00,120.04,205.0,205.0,205.0
2022-01-14 00:00:00+00:00,110.03,199.96,199.96,199.96
2022-01-14 01:00:00+00:00,108.24,196.42,196.42,196.42
2022-01-14 02:00:00+00:00,107.46,192.77,192.77,192.77
2022-01-14 03:00:00+00:00,109.82,192.43,192.43,192.43
2022-01-14 04:00:00+00:00,140.52,197.6,197.6,197.6
2022-01-14 05:00:00+00:00,176.04,218.9,218.9,206.26
2022-01-14 06:00:00+00:00,190.97,259.24,259.24,205.2
2022-01-14 07:00:00+00:00,216.99,284.66,284.66,209.07
2022-01-14 08:00:00+00:00,196.91,292.5,292.5,207.8
2022-01-14 09:00:00+00:00,162.92,274.1,274.1,199.99
2022-01-14 10:00:00+00:00,160.04,256.54,256.54,182.52
2022-01-14 11:00:00+00:00,154.01,243.74,226.8,180.3
2022-01-14 12:00:00+00:00,152.29,217.97,217.97,180.66
2022-01-14 13:00:00+00:00,186.94,213.01,213.01,180.3
2022-01-14 14:00:00+00:00,217.18,220.0,220.0,182.52
2022-01-14 15:00:00+00:00,224.91,238.05,238.05,200.34
2022-01-14 16:00:00+00:00,262.0,262.0,262.0,209.07
2022-01-14 17:00:00+00:00,260.04,280.67,280.67,225.61
2022-01-14 18:00:00+00:00,234.32,269.0,269.0,233.65
2022-01-14 19:00:00+00:00,215.04,243.07,243.07,235.01
2022-01-14 20:00:00+00:00,204.39,225.61,225.61,225.61
2022-01-14 21:00:00+00:00,194.29,216.68,216.68,216.68
2022-01-14 22:00:00+00:00,184.9,205.96,205.0,205.96
2022-01-14 23:00:00+00:00,222.01,222.01,222.01,222.01
2022-01-15 00:00:00+00:00,205.08,214.92,214.92,214.92
2022-01-15 01:00:00+00:00,194.62,209.61,209.61,209.61
2022-01-15 02:00:00+00:00,182.64,196.7,196.7,196.7
2022-01-15 03:00:00+00:00,187.83,193.04,193.04,193.04
